Transcript stable ID	Gene stable ID	Gene type	Gene name
ENSRNOT00000041789.2	ENSRNOG00000016638	protein_coding	Gnb1
ENSRNOT00000016327.5	ENSRNOG00000011909	protein_coding	Rasa2
ENSRNOT00000072578.1	ENSRNOG00000058402	pseudogene	AABR07010570.1
ENSRNOT00000015562.6	ENSRNOG00000010930	protein_coding	Usp39
ENSRNOT00000048152.1	ENSRNOG00000032817	protein_coding	Vom1r46
ENSRNOT00000012668.5	ENSRNOG00000009564	protein_coding	Prr15
ENSRNOT00000019155.3	ENSRNOG00000014282	protein_coding	Cebpe
ENSRNOT00000071420.2	ENSRNOG00000047314	protein_coding	Tk1
ENSRNOT00000044464.4	ENSRNOG00000047313	protein_coding	Olr1405
ENSRNOT00000041617.3	ENSRNOG00000011178	protein_coding	Lrp2bp
ENSRNOT00000027179.3	ENSRNOG00000020066	protein_coding	Pcdhb11
ENSRNOT00000006755.6	ENSRNOG00000005045	protein_coding	Ppp2r5e
ENSRNOT00000077715.1	ENSRNOG00000005045	protein_coding	Ppp2r5e
ENSRNOT00000009418.7	ENSRNOG00000007038	protein_coding	Cntn5
ENSRNOT00000091018.1	ENSRNOG00000051946	snRNA	U6
ENSRNOT00000016819.5	ENSRNOG00000012604	protein_coding	Swsap1
ENSRNOT00000064580.1	ENSRNOG00000012604	protein_coding	Swsap1
ENSRNOT00000090202.1	ENSRNOG00000012604	protein_coding	Swsap1
ENSRNOT00000043659.2	ENSRNOG00000036404	miRNA	AABR07026777.1
ENSRNOT00000028674.6	ENSRNOG00000021119	protein_coding	Pdcd2l
ENSRNOT00000022480.5	ENSRNOG00000016687	protein_coding	Ssc5d
ENSRNOT00000092149.1	ENSRNOG00000057537	snoRNA	SNORA5
ENSRNOT00000088772.1	ENSRNOG00000055519	protein_coding	Zfp30
ENSRNOT00000091449.1	ENSRNOG00000051929	protein_coding	Phox2b
ENSRNOT00000084095.1	ENSRNOG00000051929	protein_coding	Phox2b
ENSRNOT00000087880.1	ENSRNOG00000056927	snRNA	U6
ENSRNOT00000086807.1	ENSRNOG00000061218	protein_coding	Olr1662
ENSRNOT00000079344.1	ENSRNOG00000056879	snoRNA	SNORA44
ENSRNOT00000005143.6	ENSRNOG00000003866	protein_coding	Cxcr4
ENSRNOT00000091514.1	ENSRNOG00000003866	protein_coding	Cxcr4
ENSRNOT00000085511.1	ENSRNOG00000061736	snoRNA	SNORA17
ENSRNOT00000090515.1	ENSRNOG00000061526	protein_coding	Rsph6a
ENSRNOT00000054383.1	ENSRNOG00000036260	miRNA	Mir497
ENSRNOT00000053584.1	ENSRNOG00000035461	miRNA	Mirlet7c-2
ENSRNOT00000024679.6	ENSRNOG00000023951	protein_coding	Tbc1d30
ENSRNOT00000079479.1	ENSRNOG00000052873	protein_coding	Npnt
ENSRNOT00000078608.1	ENSRNOG00000052873	protein_coding	Npnt
ENSRNOT00000090834.1	ENSRNOG00000052873	protein_coding	Npnt
ENSRNOT00000066715.1	ENSRNOG00000043137	protein_coding	RGD1560608
ENSRNOT00000087132.1	ENSRNOG00000059245	protein_coding	Rad51b
ENSRNOT00000078322.1	ENSRNOG00000054972	protein_coding	Olr62
ENSRNOT00000069531.1	ENSRNOG00000044264	rRNA	5S_rRNA
ENSRNOT00000027665.6	ENSRNOG00000020411	protein_coding	Sec23ip
ENSRNOT00000001295.5	ENSRNOG00000000979	protein_coding	Bri3bp
ENSRNOT00000090969.1	ENSRNOG00000056492	snoRNA	SNORA17
ENSRNOT00000036537.2	ENSRNOG00000025745	protein_coding	Gpr17
ENSRNOT00000052360.1	ENSRNOG00000031208	protein_coding	Mgat1
ENSRNOT00000085832.1	ENSRNOG00000031208	protein_coding	Mgat1
ENSRNOT00000019076.6	ENSRNOG00000013969	protein_coding	Ahi1
ENSRNOT00000026081.5	ENSRNOG00000019243	protein_coding	Glb1l
ENSRNOT00000082343.1	ENSRNOG00000054571	snoRNA	SNORA17
ENSRNOT00000022020.6	ENSRNOG00000016177	protein_coding	Scara3
ENSRNOT00000045052.4	ENSRNOG00000029558	protein_coding	Pabpn1l
ENSRNOT00000090209.1	ENSRNOG00000058062	snoRNA	SNORA36
ENSRNOT00000046595.2	ENSRNOG00000007680	protein_coding	Fhl5
ENSRNOT00000089028.1	ENSRNOG00000056611	snRNA	U6
ENSRNOT00000071877.3	ENSRNOG00000002134	protein_coding	Mpa2l
ENSRNOT00000040985.5	ENSRNOG00000002134	protein_coding	Mpa2l
ENSRNOT00000074889.1	ENSRNOG00000002134	protein_coding	Mpa2l
ENSRNOT00000085261.1	ENSRNOG00000052711	misc_RNA	7SK
ENSRNOT00000078158.1	ENSRNOG00000052775	protein_coding	RGD1305938
ENSRNOT00000080432.1	ENSRNOG00000060631	snRNA	U6
ENSRNOT00000015278.5	ENSRNOG00000011484	protein_coding	LOC680700
ENSRNOT00000041610.5	ENSRNOG00000030145	protein_coding	RGD1561667
ENSRNOT00000088418.1	ENSRNOG00000054249	miRNA	AABR07051939.1
ENSRNOT00000014273.5	ENSRNOG00000010516	protein_coding	Plau
ENSRNOT00000058389.3	ENSRNOG00000049185	protein_coding	LOC100911032
ENSRNOT00000046598.6	ENSRNOG00000047493	protein_coding	Slco1a4
ENSRNOT00000043374.3	ENSRNOG00000047493	protein_coding	Slco1a4
ENSRNOT00000081322.1	ENSRNOG00000059718	snRNA	U6
ENSRNOT00000023327.2	ENSRNOG00000017348	protein_coding	Il2
ENSRNOT00000071401.1	ENSRNOG00000046694	miRNA	AABR07026342.1
ENSRNOT00000006051.6	ENSRNOG00000004421	protein_coding	Tmem5
ENSRNOT00000059211.3	ENSRNOG00000038758	protein_coding	Defb30
ENSRNOT00000085587.1	ENSRNOG00000053488	snRNA	U6
ENSRNOT00000070791.1	ENSRNOG00000048410	miRNA	AABR07063672.1
ENSRNOT00000072326.1	ENSRNOG00000054604	pseudogene	AABR07047750.1
ENSRNOT00000026968.6	ENSRNOG00000031485	protein_coding	Dpp3
ENSRNOT00000087024.1	ENSRNOG00000060871	snRNA	U6
ENSRNOT00000001446.5	ENSRNOG00000001090	protein_coding	Stard13
ENSRNOT00000009718.6	ENSRNOG00000007256	protein_coding	Necab1
ENSRNOT00000086904.1	ENSRNOG00000053308	snRNA	U6
ENSRNOT00000079570.1	ENSRNOG00000054903	lincRNA	AABR07014690.1
ENSRNOT00000082432.1	ENSRNOG00000061263	lincRNA	AABR07050283.2
ENSRNOT00000089312.1	ENSRNOG00000052453	lincRNA	AABR07019254.1
ENSRNOT00000091266.1	ENSRNOG00000059727	snRNA	U6
ENSRNOT00000033652.5	ENSRNOG00000028299	protein_coding	Triml2
ENSRNOT00000084688.1	ENSRNOG00000055081	lincRNA	AABR07052048.1
ENSRNOT00000087994.1	ENSRNOG00000058266	lincRNA	AABR07054025.2
ENSRNOT00000063319.1	ENSRNOG00000041566	miRNA	AABR07000220.1
ENSRNOT00000091950.1	ENSRNOG00000051888	lincRNA	AABR07007775.1
ENSRNOT00000011632.2	ENSRNOG00000008800	protein_coding	Olr1621
ENSRNOT00000005423.6	ENSRNOG00000004075	protein_coding	Ccdc42
ENSRNOT00000074322.1	ENSRNOG00000047712	protein_coding	Dcx
ENSRNOT00000091734.1	ENSRNOG00000055250	lincRNA	AABR07009373.2
ENSRNOT00000079180.1	ENSRNOG00000056772	protein_coding	Col4a6
ENSRNOT00000090016.1	ENSRNOG00000058435	snRNA	U1
ENSRNOT00000081891.1	ENSRNOG00000053060	protein_coding	Zfc3h1
ENSRNOT00000085829.1	ENSRNOG00000053060	protein_coding	Zfc3h1
ENSRNOT00000090909.1	ENSRNOG00000061178	lincRNA	AABR07013764.3
ENSRNOT00000005257.5	ENSRNOG00000003931	protein_coding	Arsg
ENSRNOT00000073030.1	ENSRNOG00000048494	miRNA	AABR07042012.1
ENSRNOT00000082156.1	ENSRNOG00000025608	protein_coding	Lrat
ENSRNOT00000035411.4	ENSRNOG00000025608	protein_coding	Lrat
ENSRNOT00000090918.1	ENSRNOG00000007345	protein_coding	Amot
ENSRNOT00000049482.4	ENSRNOG00000007345	protein_coding	Amot
ENSRNOT00000051416.1	ENSRNOG00000045914	protein_coding	Taar7d
ENSRNOT00000089927.1	ENSRNOG00000054732	protein_coding	AABR07050717.1
ENSRNOT00000060550.3	ENSRNOG00000026564	protein_coding	Ptpdc1
ENSRNOT00000089140.1	ENSRNOG00000026564	protein_coding	Ptpdc1
ENSRNOT00000020297.5	ENSRNOG00000015117	protein_coding	Lrrc39
ENSRNOT00000079318.1	ENSRNOG00000054518	snoRNA	SNORA70
ENSRNOT00000010383.7	ENSRNOG00000007663	protein_coding	Rps6
ENSRNOT00000083064.1	ENSRNOG00000058151	protein_coding	LOC100361793
ENSRNOT00000021764.7	ENSRNOG00000015895	protein_coding	B4galt6
ENSRNOT00000091696.1	ENSRNOG00000015895	protein_coding	B4galt6
ENSRNOT00000091557.1	ENSRNOG00000015895	protein_coding	B4galt6
ENSRNOT00000070034.1	ENSRNOG00000044767	rRNA	5S_rRNA
ENSRNOT00000019916.7	ENSRNOG00000014838	protein_coding	Glipr2
ENSRNOT00000090194.1	ENSRNOG00000058149	snRNA	U1
ENSRNOT00000023187.5	ENSRNOG00000017130	protein_coding	Rhd
ENSRNOT00000057372.4	ENSRNOG00000037795	protein_coding	Ldlrad1
ENSRNOT00000053977.3	ENSRNOG00000035854	rRNA	5S_rRNA
ENSRNOT00000089918.1	ENSRNOG00000055928	snRNA	U6
ENSRNOT00000025621.3	ENSRNOG00000018940	protein_coding	Slc28a1
ENSRNOT00000077441.1	ENSRNOG00000018940	protein_coding	Slc28a1
ENSRNOT00000078157.1	ENSRNOG00000052376	protein_coding	Bend6
ENSRNOT00000088824.1	ENSRNOG00000052376	protein_coding	Bend6
ENSRNOT00000004864.5	ENSRNOG00000003620	protein_coding	Fmo3
ENSRNOT00000091955.1	ENSRNOG00000061880	snRNA	U6
ENSRNOT00000074019.2	ENSRNOG00000053411	protein_coding	Olr1475
ENSRNOT00000042213.3	ENSRNOG00000033584	protein_coding	LOC362921
ENSRNOT00000087408.1	ENSRNOG00000013867	protein_coding	Fgf1
ENSRNOT00000018577.3	ENSRNOG00000013867	protein_coding	Fgf1
ENSRNOT00000028563.6	ENSRNOG00000021041	protein_coding	Fam171a2
ENSRNOT00000080282.1	ENSRNOG00000058257	snRNA	U6
ENSRNOT00000083451.1	ENSRNOG00000039954	protein_coding	RGD1308751
ENSRNOT00000090013.1	ENSRNOG00000039954	protein_coding	RGD1308751
ENSRNOT00000061398.3	ENSRNOG00000039954	protein_coding	RGD1308751
ENSRNOT00000061391.3	ENSRNOG00000039954	protein_coding	RGD1308751
ENSRNOT00000020970.3	ENSRNOG00000015669	protein_coding	Kctd11
ENSRNOT00000071738.1	ENSRNOG00000050894	miRNA	AABR07025973.1
ENSRNOT00000073480.2	ENSRNOG00000050999	miRNA	Mir149
ENSRNOT00000084876.1	ENSRNOG00000052655	snRNA	U4
ENSRNOT00000015451.7	ENSRNOG00000011330	protein_coding	Ces2a
ENSRNOT00000091959.1	ENSRNOG00000051804	snoRNA	SNORA17
ENSRNOT00000010025.7	ENSRNOG00000007493	protein_coding	Xrcc2
ENSRNOT00000009162.7	ENSRNOG00000006998	protein_coding	Fhl4
ENSRNOT00000090435.1	ENSRNOG00000058875	snRNA	U6
ENSRNOT00000087464.1	ENSRNOG00000051714	snoRNA	SNORA70
ENSRNOT00000024280.4	ENSRNOG00000017737	protein_coding	Dgkz
ENSRNOT00000091265.1	ENSRNOG00000017737	protein_coding	Dgkz
ENSRNOT00000090644.1	ENSRNOG00000010714	protein_coding	Fgl1
ENSRNOT00000014248.6	ENSRNOG00000010714	protein_coding	Fgl1
ENSRNOT00000090763.1	ENSRNOG00000010714	protein_coding	Fgl1
ENSRNOT00000078613.1	ENSRNOG00000059528	snRNA	U6
ENSRNOT00000017340.4	ENSRNOG00000012965	protein_coding	Themis2
ENSRNOT00000083277.1	ENSRNOG00000031440	protein_coding	Nova1
ENSRNOT00000050372.4	ENSRNOG00000031440	protein_coding	Nova1
ENSRNOT00000073047.1	ENSRNOG00000049423	miRNA	AABR07054319.1
ENSRNOT00000038151.3	ENSRNOG00000025100	protein_coding	Ikbke
ENSRNOT00000020028.6	ENSRNOG00000014658	protein_coding	Zfp423
ENSRNOT00000054541.1	ENSRNOG00000036429	miRNA	Mir551b
ENSRNOT00000001668.7	ENSRNOG00000001243	protein_coding	Zcchc8
ENSRNOT00000054633.1	ENSRNOG00000036526	miRNA	AC095650.1
ENSRNOT00000028003.3	ENSRNOG00000020620	protein_coding	Ppp1r32
ENSRNOT00000014701.7	ENSRNOG00000010805	protein_coding	Fabp4
ENSRNOT00000077311.1	ENSRNOG00000010805	protein_coding	Fabp4
ENSRNOT00000006174.3	ENSRNOG00000004632	protein_coding	Pmch
ENSRNOT00000078218.1	ENSRNOG00000060791	protein_coding	AABR07051348.2
ENSRNOT00000066305.4	ENSRNOG00000048130	protein_coding	LOC100911725
ENSRNOT00000037662.2	ENSRNOG00000048130	protein_coding	LOC100911725
ENSRNOT00000089459.1	ENSRNOG00000055845	snoRNA	snoU2-30
ENSRNOT00000083862.1	ENSRNOG00000052135	snRNA	U7
ENSRNOT00000080669.1	ENSRNOG00000058628	protein_coding	Vom1r96
ENSRNOT00000008386.5	ENSRNOG00000006395	protein_coding	Tldc2
ENSRNOT00000053644.1	ENSRNOG00000035521	miRNA	Mir187
ENSRNOT00000054410.1	ENSRNOG00000036287	miRNA	AABR07006742.1
ENSRNOT00000075052.2	ENSRNOG00000048760	pseudogene	AABR07047219.1
ENSRNOT00000054852.4	ENSRNOG00000021912	protein_coding	Gpr152
ENSRNOT00000086225.1	ENSRNOG00000060627	snoRNA	SNORD62
ENSRNOT00000070264.1	ENSRNOG00000044997	rRNA	5S_rRNA
ENSRNOT00000020647.6	ENSRNOG00000015290	protein_coding	Tpi1
ENSRNOT00000007258.5	ENSRNOG00000005362	protein_coding	Rab3ip
ENSRNOT00000081599.1	ENSRNOG00000005362	protein_coding	Rab3ip
ENSRNOT00000024785.4	ENSRNOG00000018385	protein_coding	Chrm1
ENSRNOT00000044883.4	ENSRNOG00000032570	protein_coding	Smc1b
ENSRNOT00000089380.1	ENSRNOG00000060965	snoRNA	SNORA17
ENSRNOT00000012583.4	ENSRNOG00000009233	protein_coding	Ankrd49
ENSRNOT00000088237.1	ENSRNOG00000055753	snoRNA	SNORD116
ENSRNOT00000026219.5	ENSRNOG00000019301	protein_coding	Lipm
ENSRNOT00000051655.6	ENSRNOG00000003956	protein_coding	Arhgap6
ENSRNOT00000036502.6	ENSRNOG00000003956	protein_coding	Arhgap6
ENSRNOT00000079763.1	ENSRNOG00000004127	protein_coding	AABR07021840.1
ENSRNOT00000005467.7	ENSRNOG00000004127	protein_coding	AABR07021840.1
ENSRNOT00000084911.1	ENSRNOG00000051970	protein_coding	Aqp5
ENSRNOT00000071554.1	ENSRNOG00000046444	miRNA	AABR07004949.1
ENSRNOT00000091718.1	ENSRNOG00000057771	snRNA	U6
ENSRNOT00000041605.2	ENSRNOG00000031331	protein_coding	Fpr3
ENSRNOT00000049860.2	ENSRNOG00000032131	protein_coding	LOC685160
ENSRNOT00000004719.2	ENSRNOG00000003555	protein_coding	Olr1597
ENSRNOT00000079972.1	ENSRNOG00000056842	lincRNA	AABR07001018.4
ENSRNOT00000073882.1	ENSRNOG00000048303	miRNA	AABR07037270.1
ENSRNOT00000044486.3	ENSRNOG00000012514	protein_coding	Abhd17b
ENSRNOT00000054666.1	ENSRNOG00000036562	miRNA	Mir374b
ENSRNOT00000037796.5	ENSRNOG00000026912	protein_coding	Scgb3a2
ENSRNOT00000072814.1	ENSRNOG00000048508	protein_coding	Olr1278
ENSRNOT00000085217.1	ENSRNOG00000059592	lincRNA	LOC103689960
ENSRNOT00000081740.1	ENSRNOG00000057819	snoRNA	SNORD52
ENSRNOT00000068497.3	ENSRNOG00000020412	protein_coding	Sf3b2
ENSRNOT00000009015.6	ENSRNOG00000006126	protein_coding	Nup88
ENSRNOT00000063148.2	ENSRNOG00000041395	miRNA	AABR07065114.1
ENSRNOT00000074710.1	ENSRNOG00000045726	protein_coding	Olr310
ENSRNOT00000089225.1	ENSRNOG00000056573	lincRNA	AABR07052643.1
ENSRNOT00000033768.4	ENSRNOG00000028381	pseudogene	AABR07032255.1
ENSRNOT00000086815.1	ENSRNOG00000059149	lincRNA	AABR07030498.1
ENSRNOT00000004601.5	ENSRNOG00000003443	protein_coding	Klf1
ENSRNOT00000074637.1	ENSRNOG00000048041	miRNA	AABR07025350.1
ENSRNOT00000083501.1	ENSRNOG00000060165	lincRNA	AABR07034502.2
ENSRNOT00000091721.1	ENSRNOG00000052390	lincRNA	AABR07014897.1
ENSRNOT00000036278.6	ENSRNOG00000024535	protein_coding	Zzef1
ENSRNOT00000061249.3	ENSRNOG00000019232	protein_coding	RGD1311345
ENSRNOT00000089138.1	ENSRNOG00000019232	protein_coding	RGD1311345
ENSRNOT00000072661.1	ENSRNOG00000045851	miRNA	AC135454.1
ENSRNOT00000083729.1	ENSRNOG00000052649	lincRNA	AABR07008309.1
ENSRNOT00000065917.1	ENSRNOG00000043125	protein_coding	Olr881
ENSRNOT00000015684.5	ENSRNOG00000011747	protein_coding	Tmem205
ENSRNOT00000083921.1	ENSRNOG00000054520	lincRNA	AABR07049032.1
ENSRNOT00000086718.1	ENSRNOG00000056008	lincRNA	AABR07036318.1
ENSRNOT00000017689.2	ENSRNOG00000013247	protein_coding	Olr823
ENSRNOT00000046690.1	ENSRNOG00000032542	protein_coding	LOC108351482
ENSRNOT00000011467.7	ENSRNOG00000008467	protein_coding	Agbl2
ENSRNOT00000016493.6	ENSRNOG00000012204	protein_coding	LOC100294508
ENSRNOT00000087304.1	ENSRNOG00000059018	rRNA	5_8S_rRNA
ENSRNOT00000079772.1	ENSRNOG00000061271	lincRNA	AC098180.1
ENSRNOT00000022749.3	ENSRNOG00000016953	protein_coding	Chst4
ENSRNOT00000089995.1	ENSRNOG00000051772	lincRNA	AABR07027272.1
ENSRNOT00000019409.6	ENSRNOG00000048800	protein_coding	Nr3c1
ENSRNOT00000011824.6	ENSRNOG00000008898	protein_coding	Trmt44
ENSRNOT00000085459.1	ENSRNOG00000057705	lincRNA	AC118963.2
ENSRNOT00000090986.1	ENSRNOG00000052605	snRNA	U6
ENSRNOT00000073807.1	ENSRNOG00000050632	protein_coding	LOC100912543
ENSRNOT00000084731.1	ENSRNOG00000059416	lincRNA	AC115159.2
ENSRNOT00000086235.1	ENSRNOG00000051504	lincRNA	AABR07003380.1
ENSRNOT00000026691.2	ENSRNOG00000019719	protein_coding	Kcna5
ENSRNOT00000073141.1	ENSRNOG00000048418	protein_coding	Svs3a
ENSRNOT00000063243.1	ENSRNOG00000041490	miRNA	AABR07068084.2
ENSRNOT00000083972.1	ENSRNOG00000053578	lincRNA	AC135766.1
ENSRNOT00000040168.5	ENSRNOG00000031956	protein_coding	Cldn34c4
ENSRNOT00000081582.1	ENSRNOG00000060535	snRNA	U6
ENSRNOT00000088225.1	ENSRNOG00000061375	lincRNA	AC135822.3
ENSRNOT00000002131.4	ENSRNOG00000001566	protein_coding	AABR07033579.1
ENSRNOT00000020428.8	ENSRNOG00000015085	protein_coding	Dmpk
ENSRNOT00000080564.1	ENSRNOG00000053286	lincRNA	AABR07014317.1
ENSRNOT00000073887.1	ENSRNOG00000048460	pseudogene	AC129054.2
ENSRNOT00000077279.1	ENSRNOG00000057414	snRNA	U6
ENSRNOT00000066211.1	ENSRNOG00000042758	protein_coding	Tmem243
ENSRNOT00000006361.6	ENSRNOG00000003905	protein_coding	Nsf
ENSRNOT00000087824.1	ENSRNOG00000003905	protein_coding	Nsf
ENSRNOT00000032047.5	ENSRNOG00000024470	protein_coding	Lman1
ENSRNOT00000085784.1	ENSRNOG00000024470	protein_coding	Lman1
ENSRNOT00000077548.1	ENSRNOG00000061584	lincRNA	AABR07013439.1
ENSRNOT00000038162.4	ENSRNOG00000023917	processed_pseudogene	AABR07034362.1
ENSRNOT00000028396.2	ENSRNOG00000020907	protein_coding	Zp1
ENSRNOT00000080718.1	ENSRNOG00000053322	snRNA	U1
ENSRNOT00000050744.6	ENSRNOG00000001157	protein_coding	Umodl1
ENSRNOT00000029345.2	ENSRNOG00000027478	protein_coding	Krtap11-1
ENSRNOT00000072599.2	ENSRNOG00000049239	protein_coding	LOC102546376
ENSRNOT00000035255.5	ENSRNOG00000004968	protein_coding	Ncapg2
ENSRNOT00000086693.1	ENSRNOG00000051520	lincRNA	AABR07070802.1
ENSRNOT00000045150.4	ENSRNOG00000029466	protein_coding	RGD1562608
ENSRNOT00000078870.1	ENSRNOG00000029466	protein_coding	RGD1562608
ENSRNOT00000080044.1	ENSRNOG00000061676	lincRNA	AABR07046713.2
ENSRNOT00000085779.1	ENSRNOG00000059645	protein_coding	AABR07054705.1
ENSRNOT00000058860.2	ENSRNOG00000027836	protein_coding	Kcnmb3
ENSRNOT00000065867.3	ENSRNOG00000007681	protein_coding	Brd3
ENSRNOT00000084491.1	ENSRNOG00000007681	protein_coding	Brd3
ENSRNOT00000087000.1	ENSRNOG00000058135	lincRNA	AABR07045403.1
ENSRNOT00000017742.3	ENSRNOG00000013133	protein_coding	Foxa2
ENSRNOT00000077970.1	ENSRNOG00000061726	protein_coding	AABR07061577.1
ENSRNOT00000071922.2	ENSRNOG00000047185	protein_coding	Eif3i
ENSRNOT00000085040.1	ENSRNOG00000058670	protein_coding	LOC100911383
ENSRNOT00000077850.1	ENSRNOG00000055043	lincRNA	LOC102550872
ENSRNOT00000088191.1	ENSRNOG00000059765	protein_coding	Asic1
ENSRNOT00000084075.1	ENSRNOG00000059765	protein_coding	Asic1
ENSRNOT00000077175.1	ENSRNOG00000059765	protein_coding	Asic1
ENSRNOT00000089211.1	ENSRNOG00000052880	protein_coding	Prph
ENSRNOT00000007637.2	ENSRNOG00000005811	pseudogene	LOC688655
ENSRNOT00000082166.1	ENSRNOG00000055061	lincRNA	AABR07050391.1
ENSRNOT00000006030.6	ENSRNOG00000004509	protein_coding	Eapp
ENSRNOT00000042939.1	ENSRNOG00000032454	protein_coding	RGD1562265
ENSRNOT00000088052.1	ENSRNOG00000053233	lincRNA	AABR07018119.1
ENSRNOT00000021318.4	ENSRNOG00000015670	protein_coding	Stx7
ENSRNOT00000081804.1	ENSRNOG00000015670	protein_coding	Stx7
ENSRNOT00000008999.6	ENSRNOG00000006761	protein_coding	Sh3gl2
ENSRNOT00000020215.5	ENSRNOG00000014970	protein_coding	Kif17
ENSRNOT00000024694.6	ENSRNOG00000018205	protein_coding	Ttl
ENSRNOT00000074809.1	ENSRNOG00000050188	protein_coding	AABR07030603.1
ENSRNOT00000077399.1	ENSRNOG00000051452	lincRNA	AABR07018124.2
ENSRNOT00000041415.2	ENSRNOG00000032352	pseudogene	Olr1591
ENSRNOT00000084924.1	ENSRNOG00000051372	protein_coding	Mycn
ENSRNOT00000089296.1	ENSRNOG00000061318	processed_pseudogene	AC123095.2
ENSRNOT00000084382.1	ENSRNOG00000053723	lincRNA	AABR07062833.1
ENSRNOT00000035910.7	ENSRNOG00000025857	protein_coding	Ms4a5
ENSRNOT00000073770.1	ENSRNOG00000025857	protein_coding	Ms4a5
ENSRNOT00000043677.1	ENSRNOG00000031161	protein_coding	Dppa3
ENSRNOT00000028315.6	ENSRNOG00000020843	protein_coding	LOC100360087
ENSRNOT00000083244.1	ENSRNOG00000056421	lincRNA	AABR07052897.2
ENSRNOT00000043704.5	ENSRNOG00000033473	protein_coding	Rpl36
ENSRNOT00000088339.1	ENSRNOG00000054725	protein_coding	Gtf3c4
ENSRNOT00000078869.1	ENSRNOG00000054354	lincRNA	AABR07052923.1
ENSRNOT00000071281.1	ENSRNOG00000046185	protein_coding	LOC686677
ENSRNOT00000010489.4	ENSRNOG00000007979	protein_coding	Phospho2
ENSRNOT00000014087.4	ENSRNOG00000010607	protein_coding	Rnf208
ENSRNOT00000088004.1	ENSRNOG00000058711	lincRNA	AABR07034598.1
ENSRNOT00000081560.1	ENSRNOG00000053458	pseudogene	AABR07065601.1
ENSRNOT00000091624.1	ENSRNOG00000054077	lincRNA	AABR07024870.1
ENSRNOT00000013128.5	ENSRNOG00000009324	protein_coding	LOC103692166
ENSRNOT00000075555.2	ENSRNOG00000047396	protein_coding	Rmnd5b
ENSRNOT00000003921.4	ENSRNOG00000002911	protein_coding	Alb
ENSRNOT00000091217.1	ENSRNOG00000052782	lincRNA	AABR07054809.1
ENSRNOT00000065800.1	ENSRNOG00000042054	protein_coding	RGD1565959
ENSRNOT00000041443.3	ENSRNOG00000005015	protein_coding	Rabep1
ENSRNOT00000024069.3	ENSRNOG00000017869	protein_coding	Irf8
ENSRNOT00000037404.3	ENSRNOG00000027096	protein_coding	Ctsw
ENSRNOT00000087846.1	ENSRNOG00000061419	lincRNA	AABR07008485.1
ENSRNOT00000013322.6	ENSRNOG00000009712	protein_coding	Gale
ENSRNOT00000084085.1	ENSRNOG00000009712	protein_coding	Gale
ENSRNOT00000071313.2	ENSRNOG00000055835	lincRNA	AABR07065818.1
ENSRNOT00000065677.1	ENSRNOG00000042944	protein_coding	Cenpw
ENSRNOT00000034056.3	ENSRNOG00000027994	protein_coding	Rhox4g
ENSRNOT00000010783.5	ENSRNOG00000008156	protein_coding	Tgs1
ENSRNOT00000081349.1	ENSRNOG00000051486	lincRNA	AC112030.1
ENSRNOT00000066736.3	ENSRNOG00000043102	protein_coding	Bahcc1
ENSRNOT00000084237.1	ENSRNOG00000057789	lincRNA	AABR07069528.1
ENSRNOT00000013801.5	ENSRNOG00000010078	protein_coding	Spag1
ENSRNOT00000080281.1	ENSRNOG00000053944	protein_coding	AC114389.1
ENSRNOT00000082903.1	ENSRNOG00000053944	protein_coding	AC114389.1
ENSRNOT00000090433.1	ENSRNOG00000052494	lincRNA	AABR07028535.1
ENSRNOT00000017025.7	ENSRNOG00000012767	protein_coding	Micu3
ENSRNOT00000035049.5	ENSRNOG00000024127	protein_coding	Atp13a5
ENSRNOT00000008148.6	ENSRNOG00000005679	protein_coding	Fap
ENSRNOT00000083536.1	ENSRNOG00000005679	protein_coding	Fap
ENSRNOT00000071917.2	ENSRNOG00000046330	protein_coding	Rnf130
ENSRNOT00000009396.5	ENSRNOG00000007127	protein_coding	Bbs5
ENSRNOT00000012093.3	ENSRNOG00000008989	protein_coding	Cryl1
ENSRNOT00000030229.6	ENSRNOG00000025843	protein_coding	Ccdc102a
ENSRNOT00000045135.4	ENSRNOG00000032446	protein_coding	Recql4
ENSRNOT00000077481.1	ENSRNOG00000056904	protein_coding	Gtf3c2
ENSRNOT00000079292.1	ENSRNOG00000056904	protein_coding	Gtf3c2
ENSRNOT00000050336.6	ENSRNOG00000002291	protein_coding	Brwd3
ENSRNOT00000070862.2	ENSRNOG00000048320	protein_coding	Ndufa11
ENSRNOT00000006887.4	ENSRNOG00000005184	protein_coding	Nop10
ENSRNOT00000046432.3	ENSRNOG00000029995	protein_coding	Herpud2
ENSRNOT00000084443.1	ENSRNOG00000056474	pseudogene	AC096239.2
ENSRNOT00000017635.6	ENSRNOG00000013167	protein_coding	Hmgb2l1
ENSRNOT00000062053.3	ENSRNOG00000003548	protein_coding	AABR07059162.1
ENSRNOT00000017070.4	ENSRNOG00000012648	protein_coding	Ppp1r14d
ENSRNOT00000085628.1	ENSRNOG00000012648	protein_coding	Ppp1r14d
ENSRNOT00000019880.3	ENSRNOG00000014683	protein_coding	Il1rl2
ENSRNOT00000015866.6	ENSRNOG00000011875	protein_coding	Slc2a2
ENSRNOT00000091221.1	ENSRNOG00000011875	protein_coding	Slc2a2
ENSRNOT00000006095.6	ENSRNOG00000004595	protein_coding	Pou6f1
